,code,expire_day,exchange,left_day,datetime
381,rb2401C3350,20231225,SHFE,19,2023-12-06 13:27:54.999336
382,rb2401C3300,20231225,SHFE,19,2023-12-06 13:27:54.999336
383,rb2401C3250,20231225,SHFE,19,2023-12-06 13:27:54.999336
384,rb2401P4550,20231225,SHFE,19,2023-12-06 13:27:54.999336
385,rb2401P4500,20231225,SHFE,19,2023-12-06 13:27:54.999336
386,rb2401P4450,20231225,SHFE,19,2023-12-06 13:27:54.999336
387,rb2401P4400,20231225,SHFE,19,2023-12-06 13:27:54.999336
388,rb2401P4350,20231225,SHFE,19,2023-12-06 13:27:54.999336
389,rb2401P4300,20231225,SHFE,19,2023-12-06 13:27:54.999336
390,rb2401P4250,20231225,SHFE,19,2023-12-06 13:27:54.999336
391,rb2401P4200,20231225,SHFE,19,2023-12-06 13:27:54.999336
392,rb2401P4150,20231225,SHFE,19,2023-12-06 13:27:54.999336
393,br2401C13600,20231225,SHFE,19,2023-12-06 13:27:54.999336
394,br2401P13600,20231225,SHFE,19,2023-12-06 13:27:54.999336
395,br2401P9300,20231225,SHFE,19,2023-12-06 13:27:54.999336
396,br2401P9500,20231225,SHFE,19,2023-12-06 13:27:54.999336
397,br2401P12600,20231225,SHFE,19,2023-12-06 13:27:54.999336
398,br2401P10000,20231225,SHFE,19,2023-12-06 13:27:54.999336
399,br2401P9200,20231225,SHFE,19,2023-12-06 13:27:54.999336
400,br2401P12800,20231225,SHFE,19,2023-12-06 13:27:54.999336
401,br2401P10800,20231225,SHFE,19,2023-12-06 13:27:54.999336
402,br2401P10400,20231225,SHFE,19,2023-12-06 13:27:54.999336
403,br2401P11600,20231225,SHFE,19,2023-12-06 13:27:54.999336
404,ag2401P5000,20231225,SHFE,19,2023-12-06 13:27:54.999336
405,ag2401P4950,20231225,SHFE,19,2023-12-06 13:27:54.999336
406,ag2401P4900,20231225,SHFE,19,2023-12-06 13:27:54.999336
407,rb2401P4100,20231225,SHFE,19,2023-12-06 13:27:54.999336
408,rb2401P4050,20231225,SHFE,19,2023-12-06 13:27:54.999336
409,rb2401P4000,20231225,SHFE,19,2023-12-06 13:27:54.999336
410,rb2401P3950,20231225,SHFE,19,2023-12-06 13:27:54.999336
411,rb2401P3900,20231225,SHFE,19,2023-12-06 13:27:54.999336
412,rb2401P3100,20231225,SHFE,19,2023-12-06 13:27:54.999336
413,rb2401P3050,20231225,SHFE,19,2023-12-06 13:27:54.999336
414,cu2401C74000,20231225,SHFE,19,2023-12-06 13:27:54.999336
415,cu2401P74000,20231225,SHFE,19,2023-12-06 13:27:54.999336
416,rb2401P3850,20231225,SHFE,19,2023-12-06 13:27:54.999336
417,rb2401P3800,20231225,SHFE,19,2023-12-06 13:27:54.999336
418,rb2401P3750,20231225,SHFE,19,2023-12-06 13:27:54.999336
419,rb2401P3700,20231225,SHFE,19,2023-12-06 13:27:54.999336
420,rb2401P3650,20231225,SHFE,19,2023-12-06 13:27:54.999336
421,rb2401P3600,20231225,SHFE,19,2023-12-06 13:27:54.999336
422,rb2401P3550,20231225,SHFE,19,2023-12-06 13:27:54.999336
423,rb2401P3500,20231225,SHFE,19,2023-12-06 13:27:54.999336
424,rb2401P3450,20231225,SHFE,19,2023-12-06 13:27:54.999336
425,rb2401P3400,20231225,SHFE,19,2023-12-06 13:27:54.999336
426,rb2401P3350,20231225,SHFE,19,2023-12-06 13:27:54.999336
427,rb2401P3300,20231225,SHFE,19,2023-12-06 13:27:54.999336
428,rb2401P3250,20231225,SHFE,19,2023-12-06 13:27:54.999336
429,rb2401P3200,20231225,SHFE,19,2023-12-06 13:27:54.999336
430,rb2401C4600,20231225,SHFE,19,2023-12-06 13:27:54.999336
431,rb2401P4600,20231225,SHFE,19,2023-12-06 13:27:54.999336
432,rb2401C2800,20231225,SHFE,19,2023-12-06 13:27:54.999336
433,rb2401P2800,20231225,SHFE,19,2023-12-06 13:27:54.999336
434,ag2401C4850,20231225,SHFE,19,2023-12-06 13:27:54.999336
435,ag2401P4850,20231225,SHFE,19,2023-12-06 13:27:54.999336
436,ag2401C6600,20231225,SHFE,19,2023-12-06 13:27:54.999336
437,ag2401P6600,20231225,SHFE,19,2023-12-06 13:27:54.999336
438,cu2401C75000,20231225,SHFE,19,2023-12-06 13:27:54.999336
439,cu2401P75000,20231225,SHFE,19,2023-12-06 13:27:54.999336
440,ag2401P6800,20231225,SHFE,19,2023-12-06 13:27:54.999336
441,ag2401C6800,20231225,SHFE,19,2023-12-06 13:27:54.999336
442,ag2401P6900,20231225,SHFE,19,2023-12-06 13:27:54.999336
443,ag2401C6900,20231225,SHFE,19,2023-12-06 13:27:54.999336
444,au2401C520,20231225,SHFE,19,2023-12-06 13:27:54.999336
445,au2401C512,20231225,SHFE,19,2023-12-06 13:27:54.999336
446,au2401C504,20231225,SHFE,19,2023-12-06 13:27:54.999336
447,au2401C496,20231225,SHFE,19,2023-12-06 13:27:54.999336
448,au2401C488,20231225,SHFE,19,2023-12-06 13:27:54.999336
449,au2401C480,20231225,SHFE,19,2023-12-06 13:27:54.999336
450,au2401C472,20231225,SHFE,19,2023-12-06 13:27:54.999336
451,au2401C464,20231225,SHFE,19,2023-12-06 13:27:54.999336
452,au2401C456,20231225,SHFE,19,2023-12-06 13:27:54.999336
453,au2401C448,20231225,SHFE,19,2023-12-06 13:27:54.999336
454,au2401C440,20231225,SHFE,19,2023-12-06 13:27:54.999336
455,au2401C432,20231225,SHFE,19,2023-12-06 13:27:54.999336
456,au2401C424,20231225,SHFE,19,2023-12-06 13:27:54.999336
457,au2401P520,20231225,SHFE,19,2023-12-06 13:27:54.999336
458,au2401P512,20231225,SHFE,19,2023-12-06 13:27:54.999336
459,au2401P504,20231225,SHFE,19,2023-12-06 13:27:54.999336
460,au2401P496,20231225,SHFE,19,2023-12-06 13:27:54.999336
461,au2401P488,20231225,SHFE,19,2023-12-06 13:27:54.999336
462,au2401P480,20231225,SHFE,19,2023-12-06 13:27:54.999336
463,au2401P472,20231225,SHFE,19,2023-12-06 13:27:54.999336
464,au2401P464,20231225,SHFE,19,2023-12-06 13:27:54.999336
465,au2401P456,20231225,SHFE,19,2023-12-06 13:27:54.999336
466,au2401P448,20231225,SHFE,19,2023-12-06 13:27:54.999336
467,au2401P440,20231225,SHFE,19,2023-12-06 13:27:54.999336
468,au2401P432,20231225,SHFE,19,2023-12-06 13:27:54.999336
469,au2401P424,20231225,SHFE,19,2023-12-06 13:27:54.999336
470,au2401C528,20231225,SHFE,19,2023-12-06 13:27:54.999336
471,au2401P528,20231225,SHFE,19,2023-12-06 13:27:54.999336
472,au2401P416,20231225,SHFE,19,2023-12-06 13:27:54.999336
473,au2401C416,20231225,SHFE,19,2023-12-06 13:27:54.999336
